지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 나타난날(yyyymmdd),최고기온(°C),최고기온 나타난날(yyyymmdd),평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),합계 강수량(mm),일 최다 강수량(mm),일 최다 강수량 나타난날(yyyymmdd),평균 상대습도(%),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위),합계 소형 증발량(mm),합계 대형 증발량(mm)
155,창원,2012,14.2,-10.3,20120202,35.5,20120801,10.6,18.6,1015.5,1559.4,163.5,20120711,60.1,2309.7,51.79,,2,50,,
155,창원,2013,15,-11,20130208,37.1,20130811,11.1,19.7,1015.6,1110,125.5,20130528,59.5,2735.1,61.46,,1.9,50,,
155,창원,2014,14.9,-6.1,20140204,35.2,20140731,11.1,19.6,1016.1,1525.8,246.5,20140825,62.1,2415.9,54.29,,1.8,50,,
155,창원,2015,14.6,-7.8,20150209,35.5,20150809,10.8,19.4,1016.1,1110.7,77.5,20150712,65.5,2376.9,53.41,1230.97,1.7,50,,
155,창원,2016,14.9,-12.6,20160124,36.7,20160731,11.1,19.6,1016,1893,160,20160917,67.2,2263.1,50.74,5536.69,1.6,50,662.3,463.7
155,창원,2017,14.8,-8.4,20170115,38.5,20170807,10.5,20,1016,879.3,65.1,20170406,63.3,2580,57.98,6077.86,1.6,50,1544.6,1082.3
155,창원,2018,14.2,-12,20180126,37,20180805,10.1,19.1,1016.3,1507.3,102.2,20181006,67.3,2298.6,53.18,5677.07,1.6,50,1404.2,983.8
155,창원,2019,14.6,-5.9,20190116,35.6,20190813,10.5,19.7,1015.8,1587,210.9,20191002,62.1,2416.5,55.24,4946.93,1.6,50,1317.4,920.9
155,창원,2020,14.4,-9.8,20201231,35.8,20200820,10.5,19.3,1016.1,1672.8,118.6,20200907,62.5,2416.5,54.31,5264.48,1.6,50,1400,981.1
155,창원,2021,14.9,-14,20210108,35.5,20210806,10.8,19.9,1015.9,1710.6,168.2,20210821,62.4,2463.6,55.36,5333.49,1.4,50,1394.8,976.4
156,광주,2010,14.2,-9.5,20100101,35.5,20100821,10.1,19.2,1016.9,1573.1,191,20100711,68.7,1873.7,42.11,4852.69,2.2,20,,
156,광주,2011,13.7,-11.7,20110116,35.3,20110719,9.5,19,1017.2,1300.3,93,20110801,68.5,2140.9,48.11,5087.26,2.1,20,,
156,광주,2012,13.7,-10.2,20121226,37.7,20120805,9.5,18.9,1016.2,1626.8,117.5,20120830,67.2,2358.7,52.89,4736.34,2.2,50,,
156,광주,2013,14.2,-10.3,20130104,36.2,20130818,9.8,19.6,1016.5,1245.4,143,20130705,66.3,2489.6,55.95,5061.24,2.1,20,,
156,광주,2014,14.3,-7.3,20140110,36.5,20140731,10,19.7,1016.8,1290.3,120,20140817,64.9,2343.5,52.67,4834.08,1.9,50,,
156,광주,2015,14.6,-8.7,20150209,36.2,20150807,10.4,19.8,1016.7,1049.6,56.4,20151001,69.2,2234.9,50.23,5094.26,1.6,50,,
156,광주,2016,15,-11.7,20160124,37.2,20160812,10.9,20.1,1016.7,1482.3,122.9,20160917,71.9,2144.2,48.08,5270.62,1.6,50,624.4,437.3
156,광주,2017,14.6,-7.9,20170115,37.3,20170806,10.2,20.1,1017,936.6,89.1,20170821,68.7,2376.4,53.55,5655.83,1.6,50,1404,982.3
156,광주,2018,14.6,-11.5,20180127,38.5,20180815,10.3,20.1,1016.9,1427.9,108.5,20180827,70.6,2372.5,53.32,5670.69,1.6,50,1399.9,979.4
156,광주,2019,14.7,-5.9,20190116,34.8,20190804,10.5,20,1016.6,1085.9,88.1,20191002,69.2,2290.1,51.59,5561.69,1.5,50,1361.6,953.8
156,광주,2020,14.5,-8.9,20201231,34.4,20200819,10.5,19.6,1016.9,2027,259.5,20200807,70.9,2225.1,49.89,5514.17,1.6,50,1340.6,938.8
156,광주,2021,15.1,-13.5,20210108,35.1,20210721,10.8,20.3,1016.5,1303.8,119.5,20210706,72.6,2214.9,50.23,5490.21,1.4,50,1322.3,926
159,부산,2010,14.9,-8.1,20101225,34.1,20100822,11.7,19,1015.8,1441.9,106,20100711,62.3,2250.8,50.58,5258.07,3.3,20,1155.7,573.9
159,부산,2011,14.6,-12.8,20110116,33,20110720,11.3,18.8,1016.1,1478.6,245,20110727,60.3,2294.6,51.56,5263.39,3.3,20,1174.4,549.1
159,부산,2012,14.5,-9.9,20120202,34.5,20120801,11.3,18.6,1015.4,1983.3,231,20120715,58.3,2563.4,57.48,5110.21,3.3,20,1221.5,588.8
159,부산,2013,15.3,-10.7,20130208,35,20130819,11.8,19.5,1015.4,1130.1,105.5,20130528,56.9,2771,62.28,5412.6,3.4,50,1322.3,638.8
159,부산,2014,15.1,-6,20141217,32.9,20140731,12,19.2,1016,1693.1,129.5,20140818,66.3,2481.2,55.76,4995.08,3.2,50,1136.1,555.9
159,부산,2015,15.4,-7.8,20150209,33.5,20150810,12.2,19.5,1016,1396.7,87.5,20150419,67.3,2534.8,56.96,5065.88,3.1,50,1170.3,575.3
159,부산,2016,15.7,-10.2,20160124,37.3,20160814,12.5,19.8,1015.9,1760.2,119.4,20160917,66.1,2514.9,56.39,5038.75,3.1,50,1310.4,744.3
159,부산,2017,15.2,-7.7,20170115,36.2,20170806,11.7,19.6,1015.9,1014.4,264.1,20170911,60.3,2718.1,62.32,5418.94,3.2,50,1634.7,1143.5
159,부산,2018,15.1,-9.9,20180126,36.4,20180805,11.8,19.2,1016.2,1778.6,131.1,20180628,63.2,2667.8,60.15,3955.12,3.2,50,1161.4,812
159,부산,2019,15.7,-4.4,20190116,35,20190813,12.5,19.8,1015.7,1623.2,172.2,20190720,62.9,2691.3,60.48,5808.16,3.1,50,1652.7,1157.1
159,부산,2020,15.2,-8,20201231,33.2,20200820,11.9,19.4,1015.6,2281.6,208.7,20200710,63.7,2441.4,54.88,5693.25,3.2,50,1612.9,1127.4
159,부산,2021,15.7,-12.2,20210108,35.6,20210806,12.4,19.9,1015.3,1807.8,146.2,20210825,64.9,2374.6,53.64,5714.17,3.1,50,1593.6,1115.4
162,통영,2010,14,-7.5,20100114,33.5,20100904,10.5,18.5,1015.8,1397.8,99,20100907,73.5,2232.9,50.17,,2.5,20,,
162,통영,2011,13.8,-10.7,20110116,32.8,20110804,10.4,18,1016.2,1524.9,92,20110511,69.4,2237.8,50.28,,2.5,50,,
162,통영,2012,13.7,-8.8,20120203,34.5,20120801,10.4,17.7,1015.5,1611.2,120.5,20120421,67.8,2291.5,51.38,,2.5,360,,
162,통영,2013,14.5,-9.4,20130208,34.5,20130819,10.8,18.8,1015.7,1161.9,110,20130528,68,2548.2,57.26,,2.4,360,,
162,통영,2014,14.7,-6.2,20140110,35.2,20140731,11.2,19,1016.2,1697.1,111.7,20140802,70.7,2311.8,51.95,,2.3,360,,
162,통영,2015,14.8,-6.7,20150209,34.2,20150807,11.3,19.3,1016.3,1463.8,118.6,20150821,73.4,2315.5,52.03,,2.3,360,,
162,통영,2016,15.3,-8.6,20160124,35.2,20160821,11.9,19.5,1016.3,1993.7,196.7,20160917,71,2246.2,50.37,,2.4,360,,
162,통영,2017,14.9,-7.3,20170115,36.3,20170806,11.1,19.4,1016.3,1249.4,273.2,20170911,69.3,2604.5,58.52,,2.4,20,,
162,통영,2018,14.8,-9,20180126,36.9,20180729,11.2,19.2,1016.6,2118.7,151.7,20180628,70.3,2400,54.37,,2.4,360,,
162,통영,2019,15.3,-4.2,20190116,35.9,20190814,11.6,19.8,1016.1,1684.6,170.1,20191002,69,2416,54.95,,2.3,360,,
162,통영,2020,15,-6.7,20201231,35,20200825,11.5,19.3,1016.4,2137.7,147.4,20200710,72.7,2412.7,54.1,,2.5,360,,
162,통영,2021,15.6,-10.9,20210108,36.2,20210806,11.9,20.1,1016.3,1800.1,183.5,20210821,72.8,2496.5,56.4,,2.4,360,,
165,목포,2010,13.5,-8.4,20101225,32.6,20100822,10.1,17.6,1016.3,1335.7,89.5,20100711,80.8,1972.9,44.53,5082.18,3.2,360,1016.9,594.7
165,목포,2011,13,-8.3,20110130,33.3,20110718,9.7,17.1,1016.8,982.1,65.5,20110709,77.8,2080.5,46.76,5233.39,3.1,360,1047,599.6
165,목포,2012,13.1,-8.8,20120203,35.7,20120801,9.8,17.1,1016.1,1577.5,172.9,20120830,76.3,2153.8,48.3,4834.2,3.2,360,1091.8,664.1
165,목포,2013,13.8,-8.8,20130103,36.9,20130821,10.3,18.2,1016.4,1089.7,119.2,20130914,81.4,2354.3,52.91,4840.67,3.3,360,1166.6,694.3
165,목포,2014,13.9,-6.6,20140114,34.3,20140731,10.6,18.1,1016.6,1087.7,64.9,20141124,84.4,2202,49.49,4649.64,2.9,360,1115.9,637.6
165,목포,2015,14.4,-6.1,20150201,35.5,20150807,11,18.6,1016.7,1041.6,62.8,20151001,79.8,2218.3,49.86,4331.3,3,360,1195.3,647.4
165,목포,2016,14.8,-9.1,20160124,36,20160811,11.5,18.8,1016.8,1398,118.3,20160917,82.1,2157.8,48.39,4294.45,3.1,360,1119.4,667.5
165,목포,2017,14.3,-6.5,20170115,34.5,20170805,10.8,18.5,1017.2,722.5,66,20170814,81.3,2432,54.66,4643.26,3.5,360,1149.3,804.5
165,목포,2018,14.4,-11.3,20180124,36.7,20180802,11.1,18.4,1017,1363.3,151.9,20180823,76.1,2397.5,53.88,5219.54,3.4,360,1383.3,969.6
165,목포,2019,14.3,-4.1,20191206,33.8,20190808,11.1,18.2,1016.6,1248.4,107,20191002,72.3,2390.7,53.73,5362.82,3.4,360,1394.6,975.3
165,목포,2020,14,-7.5,20201231,33.3,20200824,11,17.5,1016.8,1427.7,116.3,20200710,74.2,2318.6,51.99,5266.84,3.6,360,1360.8,952.9
165,목포,2021,15.1,-12.8,20210108,33.6,20210721,11.8,18.9,1016.7,1101,154.5,20210706,73.6,2443.1,54.91,5456.77,3.4,140,1443.2,1009.1
168,여수,2010,14.3,-7.4,20101225,32.5,20100802,11.5,17.5,1016.9,1733.1,288,20100716,65.4,2195.4,49.33,,4,50,1363.4,704.8
168,여수,2011,14,-10.4,20110116,32.4,20110719,11.3,17.3,1016.7,1650.4,220,20110709,63.7,2260.2,50.79,,4.2,70,1368.7,678.4
168,여수,2012,14,-9.2,20120202,34.3,20120801,11.2,17.4,1015.4,1825.1,308.9,20120824,68.3,2428.5,54.46,,4.3,90,1408.2,758.6
168,여수,2013,14.7,-9.3,20130208,34.5,20130726,11.6,18.4,1015.6,1200.8,91,20130201,68,2747.3,61.74,,4,340,1481.4,813.2
168,여수,2014,14.7,-6.3,20140204,32.8,20140710,11.9,18.1,1015.9,1575.3,223.6,20140802,59.5,2436.6,54.75,,3.9,90,1379.9,744.9
168,여수,2015,14.9,-7.5,20150209,32.9,20150807,12.1,18.2,1016,1250.5,102.1,20150821,60.3,2450.1,55.05,,3.9,70,1394.1,685.4
168,여수,2016,15.3,-8.9,20160124,34.4,20160815,12.5,18.6,1016,1616.6,180.9,20160917,62.4,2371.6,53.18,697.57,3.9,70,1409.1,682.4
168,여수,2017,15,-6.8,20170115,35.9,20170807,11.9,18.8,1016.2,1019.6,93.5,20170814,63.5,2686.3,60.37,4562.21,3.9,230,1551.1,1085.8
168,여수,2018,14.9,-10.3,20180126,35,20180729,12,18.4,1016.3,1578.7,144.4,20180628,68.3,2570.3,57.76,4790.28,3.9,70,1464.1,1026.1
168,여수,2019,15.4,-4.8,20190116,33.9,20190813,12.5,19,1015.8,1529.9,133.2,20191002,67.5,2556.9,57.45,5007.33,3.8,230,1496.8,1049.2
168,여수,2020,15.1,-7,20201231,32.6,20200817,12.2,18.6,1016.2,1751.9,116.7,20200713,67.8,2504.9,56.17,4921.4,3.9,50,1518.2,1062.1
168,여수,2021,15.7,-10.9,20210108,34.1,20210807,12.7,19.2,1016.3,1571.2,234.4,20210706,67.3,2642.2,59.38,5205.83,3.9,50,1590.7,1114.3
169,흑산도,2010,13.3,-4.6,20100113,31.6,20100821,10.9,16.3,1015.3,1478.1,200.5,20100612,76.8,1693.2,38.04,4998.51,5.3,340,,
169,흑산도,2011,12.9,-5.7,20110115,31,20110730,10.8,15.7,1016.4,830.7,67.5,20110807,77.3,1713.5,38.5,4914,5.4,160,,
169,흑산도,2012,13.5,-5.4,20120202,33.8,20120806,11.4,16.3,1015.9,1645.2,135.5,20120828,77.4,2102.4,47.15,5166.71,5.2,340,,
169,흑산도,2013,13.7,-5.2,20130207,33.9,20130818,11.3,16.8,1016.2,1093.7,133,20130824,78.9,2250.5,50.58,5471.58,5.2,360,,
169,흑산도,2014,14.1,-2.7,20140204,31.1,20140805,11.9,17,1016.5,1186.7,72,20140427,76.4,2178.8,48.96,5174.95,5.2,360,,
169,흑산도,2015,13.6,-4.3,20150208,32.4,20150729,11.3,16.7,1016.4,1085.8,93.9,20150625,80.6,2031.1,45.64,5057.78,4.9,340,,
169,흑산도,2016,13.7,-8.7,20160124,31.6,20160809,11.3,16.9,1016.4,1183.1,136.1,20160917,86.2,1922.9,43.12,5103.33,5,360,557.8,390.4
169,흑산도,2017,13.5,-2.7,20170210,33.7,20170805,10.8,17.2,1016.8,746.9,68.5,20170813,86.5,2133.5,47.95,5407.67,5,360,1142.9,799.7
169,흑산도,2018,13.8,-6.7,20180124,34.9,20180815,11.4,17.2,1016.6,1516.2,181.7,20180701,81.6,1830.1,41.23,4721.02,5.1,360,1163.2,814.6
169,흑산도,2019,14.1,-1.2,20190208,29.9,20190803,11.7,17.4,1016.3,1079.1,92.5,20190629,77.3,2104.4,47.56,5311.59,5,360,1334.4,934.6
169,흑산도,2020,14.1,-3.3,20201230,33.1,20200814,11.8,17.4,1016.5,1187.2,71,20200614,80.2,1984.1,44.88,4478.6,5.4,360,1182,826.2
169,흑산도,2021,15.3,-5.9,20210107,32.8,20210805,12.8,18.7,1016.1,919.5,109,20210706,79.7,2097.7,47.55,5234.94,5.1,360,1331.7,930.7
170,완도,2010,14,-6.9,20100101,34.5,20100802,10.3,18.6,1015.5,1895.3,111,20100810,72.2,1894.3,42.57,,3.5,110,,
170,완도,2011,13.9,-7.1,20110115,34.5,20110719,10.2,18.3,1016.4,1363.2,112,20111118,71.2,2042.7,45.9,,2.9,340,,
170,완도,2012,13.9,-7.9,20120203,35.5,20120805,10.2,18.4,1016,1710.3,149,20120421,68.6,2084.7,46.74,,3.3,140,,
170,완도,2013,14.6,-7.2,20130110,36.9,20130820,10.5,19.4,1016.3,1253.5,131,20130527,68.3,2563.2,57.6,,3.1,320,,
170,완도,2014,14.5,-7.5,20140110,33.4,20140731,10.6,19,1016.5,1862.6,130,20140802,69.1,2346.3,52.72,,3.1,320,,
170,완도,2015,14.5,-5.4,20150201,33.1,20150809,10.9,18.9,1016.5,1638.5,102.5,20150428,75.2,2254.6,50.66,,2.8,140,,
170,완도,2016,15.1,-8,20160124,35.6,20160812,11.6,19.2,1016.5,1608.4,124.8,20160917,80.4,2052.6,46.02,,2.5,250,,
170,완도,2017,14.9,-5.1,20171214,35.4,20170806,11,19.6,1016.8,958.1,164.8,20170814,75.1,2311,51.93,,2.4,340,,
170,완도,2018,14.8,-8.2,20180124,35.7,20180806,11.1,19.2,1016.7,1431.4,123.3,20180823,74.1,2210.1,49.66,,2.4,320,,
170,완도,2019,15,-4.1,20190210,33.5,20190814,11.3,19.5,1016.3,1678.8,155.6,20191002,71.2,2144.4,48.62,,2.3,320,,
170,완도,2020,14.9,-5.3,20201231,34,20200818,11.3,19.1,1016.7,1580.7,111.2,20200509,72.4,2144,48.07,,2.4,320,,
170,완도,2021,15.6,-10.2,20210107,34.1,20210807,11.9,19.9,1016.5,1607.2,200.3,20210803,72.6,2289.8,51.46,,2.5,110,,
172,고창,2010,,-9.9,20101216,19.2,20101201,,,,53.8,10.8,20101231,,135,44.28,199.16,,340,,
172,고창,2011,13,-13.9,20110102,36.7,20110805,8.4,18.4,1017.2,1411.3,235.5,20110809,75.5,1984.7,44.59,4881.98,2.8,320,,
172,고창,2012,13,-13.3,20120126,37,20120805,8.5,18.1,1016.4,1404.1,145.6,20120830,79.1,2023.3,45.37,5151.04,2.8,50,,
172,고창,2013,13,-12.4,20130111,34.8,20130808,8.3,18.3,1016.8,1226.8,166.2,20130705,80.3,2154.6,48.65,5210.59,2.7,340,,
172,고창,2014,12.9,-12.2,20141219,34.5,20140731,8.3,18.2,1017.1,1290.9,189.5,20140818,79.3,2054.8,46.17,5140.17,2.5,320,,
172,고창,2015,13.4,-13,20150103,35.6,20150807,8.8,18.7,1017,956.1,66.4,20151001,80.6,2025.7,46.14,5144.28,2.5,340,,
172,고창,2016,14,-12.4,20160124,35.7,20160811,9.7,19.1,1016.9,1090.9,113.3,20160917,82,2063.5,46.27,5224.45,2.7,320,622.7,436.2
172,고창,2017,13.1,-9.4,20170126,35.3,20170805,8.1,18.7,1017.3,901.9,81.2,20170715,81.2,2414.3,54.25,4167.35,2.5,320,1067.3,747.5
172,고창,2018,13.3,-15.8,20181229,37.8,20180802,8.5,18.8,1017.2,1316.9,100,20180823,79.6,2394.3,53.8,4137.98,2.7,50,1106.4,775.1
172,고창,2019,13.4,-8.3,20190127,35.1,20190803,8.6,18.9,1016.9,1099.5,81.9,20190822,76.1,2318.1,52.09,4542.16,2.4,320,1178.4,824.6
172,고창,2020,13.3,-10.5,20201231,34,20200825,8.9,18.6,1017.2,1554.7,179.3,20200808,76.9,2130.2,47.88,4007.55,2.8,320,1093,764.9
172,고창,2021,14,-17,20210108,35,20210721,9.2,19.6,1016.6,1255.8,74.6,20210706,72.8,2148,48.52,5480.99,2.7,140,1503.9,1052
174,순천,2011,,-8.8,20111224,34.6,20110719,,,,2112.8,251.5,20110709,,1417.9,40.99,,,290,797.6,539
174,순천,2012,12.3,-12.3,20120126,35.3,20120801,7.3,18,1015.6,1967,120,20120828,70.7,1978.4,44.36,,2,320,954.4,532.9
174,순천,2013,12.7,-12.9,20130111,35.7,20130811,7.5,18.8,1015.8,1280.4,93.5,20130527,69.9,2314.3,52.01,,1.9,340,1061,605.9
174,순천,2014,12.6,-10.7,20140110,33.2,20140731,7.4,18.8,1016.2,1910.8,284.5,20140802,70.5,2096.7,47.12,,1.8,340,1028.4,609.4
174,순천,2015,13.2,-9.3,20150209,35.4,20150730,8.1,19.3,1016.2,1331.5,166,20150712,70.7,2152.4,48.38,,1.7,340,335.7,
174,순천,2016,13.9,-13.4,20160125,37.8,20160812,9,19.7,1016.1,1614.6,149.4,20160917,68.1,2082.9,46.7,,1.7,320,,
174,순천,2017,12.7,-10.2,20171214,36.4,20170805,7.1,19.3,1016.4,883.4,86.1,20170821,70.3,2381.8,53.52,0,1.8,320,,
174,순천,2018,12.7,-12.5,20180208,35.8,20180815,7.3,18.8,1016.5,1532.4,131.3,20180826,76,2290.5,51.48,,1.8,320,,
174,순천,2019,13.1,-8.5,20190104,33.8,20190814,7.9,19.3,1016,1568.2,194,20191002,74.4,2254.8,50.68,,1.9,320,,
174,순천,2020,13,-9.3,20201231,35.6,20200819,8,18.9,1016.1,1906.1,169.4,20200808,74.1,2090.9,46.99,,2.1,290,,
174,순천,2021,13.5,-16.2,20210108,34.9,20210807,8.2,19.8,1015.6,1320.9,163.6,20210706,75.6,2163.4,48.61,,1.9,290,,
175,진도(첨찰산),2010,11.6,-10.2,20101225,32,20100802,8.6,16.1,1016,1608.6,96,20100518,79.3,1628.8,36.61,,5,160,,
175,진도(첨찰산),2011,11.3,-10.8,20110115,32.7,20110917,8.3,15.9,1016.5,1263.9,104.5,20110709,78.5,1837.1,41.28,,4.9,340,,
175,진도(첨찰산),2012,11.2,-10.9,20120202,33.6,20120805,8.1,15.9,1015.5,2198.3,235.5,20120830,76.9,1916.6,42.98,,5.1,340,,
175,진도(첨찰산),2013,11.6,-10.8,20130103,33.6,20130808,8.4,16.6,1015.9,1257.1,132,20130527,78.4,2322.5,52.19,,4.9,340,,
175,진도(첨찰산),2014,11.8,-8.4,20140205,31.2,20140731,8.7,16.5,1016.1,1537.5,103,20140428,78.3,2226,50.03,,4.8,110,,
175,진도(첨찰산),2015,11.7,-8.4,20150209,31.8,20150808,8.6,16.5,1016.3,1451.2,102,20150429,78.2,2280.7,51.25,,4.7,340,,
175,진도(첨찰산),2016,12.4,-12.7,20160124,33.4,20160813,9.3,17,1016.3,1454,93.7,20160917,80,2033,45.59,,4.8,340,,
175,진도(첨찰산),2017,12.4,-7.7,20170131,34,20170724,9,17.4,1016.6,814.5,98.9,20170814,72.5,2311.6,51.95,,4.7,20,,
175,진도(첨찰산),2018,12.2,-13.8,20180124,35.6,20180801,9.1,17.1,1016.6,1394.6,140.9,20180823,77,2206.8,49.76,,4.3,360,,
175,진도(첨찰산),2019,,-7.6,20190109,32.6,20190805,,,,787.2,106,20190720,,1345.5,48.76,,,360,,
176,대구(기),2013,,-6.1,20131214,26.6,20131001,,,,146,52.5,20131010,,579.1,60.22,927.87,,290,,
176,대구(기),2014,14,-8.6,20141219,37.4,20140731,9.3,19.3,1015.7,1023,96.5,20140818,64.9,2094.4,47.15,4893.95,2.2,110,,
176,대구(기),2015,,-9.4,20150209,34.3,20150526,,,,188.5,36,20150318,,1137,57.57,2457.4,,290,,
177,홍성,2015,,-7.6,20151228,21.5,20151106,,,,222.3,56,20151107,,197.5,34.16,352.7,,360,,
177,홍성,2016,13.2,-15.8,20160125,34.9,20160820,8.1,18.7,1015.9,760.4,69,20160704,76.9,2558.1,57.32,5072.75,1.6,180,505.2,353.7
177,홍성,2017,12.6,-14.2,20170124,35.2,20170805,7.3,18.1,1016.3,1009.5,130.5,20170703,75.3,2531.2,56.85,5426.92,1.6,230,1300,910.4
177,홍성,2018,12.4,-16.6,20180112,37,20180803,7.3,17.8,1016.9,1299,158.4,20180701,78.3,2556.2,57.41,5435.47,1.5,20,1233.8,862.1
177,홍성,2019,12.7,-10.9,20190109,34.7,20190810,7.5,18.3,1016.4,922.3,132.8,20190725,74,2436.5,54.72,5281.55,1.4,160,1257.2,880.5
177,홍성,2020,12.8,-12.6,20201231,34.7,20200825,8,18,1016.9,1609.7,101,20200907,73.8,2356.9,52.82,5163.53,1.6,230,1241.4,868.6
177,홍성,2021,13.3,-21.1,20210109,34.8,20210723,8.3,18.7,1016.7,1242.8,147.4,20210901,75,2341.8,52.59,5160.14,1.5,50,1248.3,874.3
184,제주,2010,15.6,-2.3,20100113,35.8,20100815,12.7,18.9,1016.2,1584.9,122,20100713,66.5,1681.8,38.07,4877.39,3.3,320,1169,618.9
184,제주,2011,15.6,-2.8,20110115,34.7,20110804,13,18.5,1016.8,1478.6,299,20110807,68.7,1720,38.66,5053.8,3.3,320,1279.5,676.2
184,제주,2012,15.7,-2.8,20120202,34.9,20120731,13.1,18.6,1015.8,2248.3,206,20120917,71.3,1693.4,37.98,4760.73,3.4,320,1225.6,650.9
184,제주,2013,16.5,-1.8,20130207,36.3,20130730,13.5,19.8,1016.2,859.1,70.1,20130406,72.1,1990.2,44.73,4963.44,3.2,320,1385.1,785.5
184,제주,2014,16.2,.1,20140205,35.2,20140725,13.6,19.1,1016.4,1563.4,134.7,20140706,70.3,1755.5,39.46,4695.68,3.2,20,1285.6,725.9
184,제주,2015,16.7,-.7,20150208,36.7,20150729,14.1,19.8,1016.5,1728.3,98.9,20150711,70.9,1826.6,41.06,4861.18,3,320,1209.7,659.8
184,제주,2016,17,-5.8,20160124,35.5,20160728,14.4,20.2,1016.6,1416.4,158.5,20161005,71.9,1718.4,38.54,4743.41,3.1,20,1277.9,757.2
184,제주,2017,16.8,-1.1,20170210,37,20170721,14,20,1017,773.3,67.5,20171002,67.5,1981.3,44.53,5193.92,3.1,320,1524,1067.1
184,제주,2018,16.6,-2.6,20180125,35.3,20180814,13.9,19.8,1016.7,1769.5,310,20181005,71.1,1939.7,43.6,5045.31,3.1,360,1418.3,992.9
184,제주,2019,16.8,1,20190212,35.4,20190730,14.2,19.9,1016.5,1979.9,187.7,20190719,69.8,1909.9,42.93,5007,3,320,1424,997.3
184,제주,2020,16.7,-1.4,20201230,36.3,20200815,14,20,1016.9,1389.5,183.6,20200902,69.2,1890.3,42.4,5004.37,3.1,320,1450.2,1016.3
184,제주,2021,17.5,-3.1,20210107,34.2,20210728,14.6,21,1016.6,1627.7,155.3,20210731,70.7,1965.3,44.18,5080.15,3.3,70,1502.6,1050.7
185,고산,2010,15.7,-2.4,20100113,33.5,20100821,13.1,18.7,1015.6,1361.8,100.5,20100713,71.5,1789.3,40.22,5144.09,7.1,340,,
185,고산,2011,15.4,-3.6,20110116,33.9,20110805,13.1,18.1,1016.3,961.3,67,20110807,73.1,1784.6,40.12,5503.21,6.9,340,,
185,고산,2012,15.6,-2.3,20120202,34.2,20120806,13.1,18.4,1015.5,1418.1,134.5,20120823,70.5,1803.7,40.55,5561.26,6.5,340,,
185,고산,2013,15.5,-2.9,20130207,33.8,20130821,12.9,18.4,1016.1,697.1,34.6,20130914,74.5,2132.3,47.93,5797.62,6.8,340,,
185,고산,2014,15.5,-1.1,20140205,32.6,20140731,13,18.5,1016.2,1271.6,101.5,20140706,76.8,2130.1,47.89,4353.54,6.4,320,,
185,고산,2015,15.6,-1.4,20150208,33.4,20150710,13.2,18.5,1016.4,1546.4,115.5,20150511,77.7,2075.3,46.65,4098.63,6.2,340,,
185,고산,2016,16.2,-6.2,20160124,34,20160813,13.8,19.2,1016.4,1293.1,70.5,20160712,78.6,1911.3,42.96,3441.83,6.3,340,656.8,459.2
185,고산,2017,16,-1.4,20170210,35.1,20170805,13.4,19.1,1016.6,861.3,109.8,20170819,77.2,2230.2,50.13,3665.49,6.5,340,1272.9,891.7
185,고산,2018,16.1,-2.7,20180124,35.5,20180802,13.6,19.2,1016.1,1345.8,103.1,20181005,79.5,2237.6,50.3,4778.99,,50,1356.3,950
185,고산,2019,16.2,1.3,20190209,32.9,20190808,13.7,19.2,1015.9,1560.9,109.9,20190626,78.3,2236,50.27,4772.36,5.4,50,1370.9,959.7
185,고산,2020,16,-1.4,20201230,32.9,20200822,13.6,19,1016.4,1228.9,100,20200613,79.3,2189.8,49.12,4725.28,6.5,340,1388.6,972.3
185,고산,2021,17,-2.8,20210108,34.2,20210722,14.3,20.3,1016,1387.9,100.3,20210611,80.3,2335.3,52.49,4915.36,6.7,340,1443.7,1010.8
188,성산,2010,15.1,-4,20100113,32.3,20100822,11.8,18.4,1016,2086.8,141.5,20100828,73.8,1717.7,38.62,,3.3,320,,
188,성산,2011,15.4,-3.8,20110201,33.1,20110719,12.4,18.7,1016.3,1865.7,144,20111118,73.1,1763.1,39.63,,3.2,290,,
188,성산,2012,15.4,-3.6,20120202,33,20120818,12.1,18.9,1015.4,2458.4,231.7,20120823,77.8,1991.1,44.66,,3,320,,
188,성산,2013,15.9,-3.5,20130207,34,20130817,12.3,19.6,1015.7,1364,72.6,20130830,75.4,2325.6,52.28,,3.3,340,,
188,성산,2014,15.6,-2.7,20141218,31.1,20140723,12.2,19.2,1015.9,2241,128.1,20140824,74.6,2059.1,46.29,,3.1,290,,
188,성산,2015,15.7,-2.8,20150210,32.9,20150729,12.2,19.3,1016,2542.2,169.7,20150707,75.7,2105.6,47.33,,2.9,290,,
188,성산,2016,16.3,-6.9,20160124,35.3,20160815,13.1,19.8,1016,2255.9,127.2,20161005,76.4,1915.7,42.97,,3,290,,
188,성산,2017,15.9,-3.8,20170213,34.3,20170721,12.3,19.8,1016.4,1917.7,220.6,20171002,70.6,2255.5,50.7,,3.1,290,,
188,성산,2018,15.7,-3.8,20180205,34.7,20180810,12.3,19.3,1016.5,2146.7,181,20180630,74,2139.4,48.09,,3.1,290,,
188,성산,2019,16.1,-.7,20190202,32.5,20190814,12.5,19.8,1016.2,2658.1,262.7,20190719,70.9,2187.6,49.18,0,3.1,360,2.3,1.6
