지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 나타난날(yyyymmdd),최고기온(°C),최고기온 나타난날(yyyymmdd),평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),합계 강수량(mm),일 최다 강수량(mm),일 최다 강수량 나타난날(yyyymmdd),평균 상대습도(%),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위),합계 소형 증발량(mm),합계 대형 증발량(mm)
119,수원,2021,13.4,-18.6,20210109,36.3,20210724,8.7,18.6,1016.8,1084.4,70.9,20210901,72,2434.7,54.68,5065.52,1.9,270,1276.4,893.3
121,영월,2010,11.2,-22.7,20100107,35.7,20100805,5.9,17.4,1016.3,1341.2,153,20100921,67.6,1861.5,41.81,,1.4,270,,
121,영월,2011,11,-20.4,20110117,35.4,20110805,5.6,17.4,1016.8,2085.7,157.5,20110817,65.9,1994.7,44.8,,1.4,270,,
121,영월,2012,10.8,-23.1,20120203,38.7,20120805,5.3,17.2,1016.1,1398.8,173.5,20120706,67.9,2337.9,52.39,,1.4,270,,
121,영월,2013,11.3,-22.6,20130104,34.5,20130812,5.9,17.6,1016.1,1238.3,107,20130722,71.3,2280.4,51.21,,1.4,320,,
121,영월,2014,11.9,-17.4,20141218,35.4,20140720,6.1,18.7,1016.7,876.5,79.5,20140924,68.1,2284.5,51.31,,1.4,270,,
121,영월,2015,12.4,-15.3,20150209,35.6,20150610,6.7,18.9,1016.5,676,101.1,20150724,68.6,2238.3,50.27,,1.4,270,,
121,영월,2016,12.4,-17.4,20160125,36.6,20160820,7.1,18.6,1016.5,940.4,147.3,20160704,68,2145.9,48.08,,1.1,270,,
121,영월,2017,11.7,-15.6,20170124,35.7,20170623,6.2,17.9,1016.6,996.1,72.3,20170716,66.8,2332.9,52.39,,1.1,270,,
121,영월,2018,11.5,-18.5,20180127,39.9,20180801,6.1,18,1017,1360.8,114.8,20180828,68.2,2300.6,51.67,,1.1,270,,
121,영월,2019,12.1,-13.4,20190103,36.9,20190705,6.6,18.7,1016.5,830.4,76.4,20190615,67.8,2117.2,47.55,,1.1,270,,
121,영월,2020,11.9,-17.4,20201217,36.8,20200623,6.7,18.4,1016.6,1344.1,204.7,20200802,68.6,2225,49.86,,1.1,270,,
121,영월,2021,12.1,-19,20210109,36.6,20210727,6.9,18.5,1016.7,1106.4,72.9,20210622,69.3,2195.5,49.31,,1.1,270,,
127,충주,2010,11.5,-21.4,20100106,35.1,20100804,6.5,17.2,1016.4,1212.3,109.5,20100815,68.3,1867.9,41.95,,1.5,90,,
127,충주,2011,11.4,-19.3,20110117,34.6,20110805,6.2,17.3,1017,2073.3,167,20110624,66.3,2023.7,45.45,,1.6,90,,
127,충주,2012,11.5,-20.7,20120203,36.9,20120805,6.4,17.3,1016.3,1290.3,134,20120706,65.3,2420.7,54.24,,1.6,90,,
127,충주,2013,11.8,-21.7,20130104,34.2,20130809,6.6,17.6,1016.3,1102.6,80.5,20130618,67.4,2358.7,52.97,,1.6,90,,
127,충주,2014,12.2,-14.2,20141218,34.9,20140725,6.9,18.4,1016.9,899.6,86.4,20141021,64.6,2353,52.85,,1.6,90,,
127,충주,2015,12.7,-13.8,20150103,36.1,20150807,7.3,18.7,1016.7,731.8,71.7,20150724,63.3,2306.4,51.8,,1.6,90,,
127,충주,2016,12.9,-17,20160125,36.7,20160820,7.5,19,1016.7,917.1,121.9,20160704,63.8,2035.9,45.62,,1.5,90,,
127,충주,2017,12,-16,20170124,36.3,20170805,6.4,18.3,1017,1072.9,89,20170731,63.3,2386.8,53.6,,1.5,90,,
127,충주,2018,12,-19.2,20180112,40,20180801,6.4,18.4,1017.4,1349.1,134.2,20180828,65.4,2348.3,52.74,,1.5,90,,
127,충주,2019,12.3,-13.2,20190109,35.5,20190805,6.7,18.6,1016.8,795.5,60.6,20190905,67.8,2261.9,50.79,,1.3,90,,
127,충주,2020,12.1,-17,20201217,34.5,20200825,6.8,18.1,1016.9,1446.5,84.2,20200803,70.2,2222,49.79,,1.4,90,,
127,충주,2021,12.4,-19.6,20210109,34.9,20210806,7.1,18.4,1016.8,1365.5,111.5,20210901,70.3,2260.8,50.9,321.41,1.4,90,61.5,43.3
129,서산,2010,11.7,-13.2,20100108,31.8,20100805,7.3,16.3,1016.4,2141.8,177,20100829,73.9,1984.3,44.56,4857.77,2.8,200,1108.6,634.8
129,서산,2011,11.6,-14.7,20110117,33,20110718,7.2,16.4,1017.2,1704.4,150.5,20110712,73.1,2007,45.07,4838.65,2.9,180,1006.2,581
129,서산,2012,11.5,-15.1,20121226,36,20120806,6.9,16.6,1016.6,1642.6,161.3,20120812,75.7,2299.2,51.52,4829.1,2.5,50,1129.7,707.7
129,서산,2013,11.8,-16.6,20130104,33.4,20130822,7,16.9,1016.7,1018.7,75.2,20130914,80.9,2382.7,53.51,4626.11,2.1,180,1072.2,624.9
129,서산,2014,12.3,-11.1,20140122,33.7,20140725,7.5,17.8,1017.2,1000.1,126.4,20140821,78.2,2334,52.42,4523.21,1.9,50,997.9,587.7
129,서산,2015,12.7,-10.5,20150209,33.7,20150807,7.9,18.1,1017.1,815.9,47.4,20151107,78.1,2384.4,53.54,4183.63,2,50,1032.3,623.8
129,서산,2016,12.9,-12.7,20160124,34.6,20160820,8.2,18.2,1017.2,922.1,137.5,20160729,81.3,2382.9,53.39,3975.9,2,50,988.1,594.9
129,서산,2017,12.2,-12.9,20170124,34.7,20170805,7.2,17.6,1017.5,830.4,86.2,20170731,78.1,2624.7,58.95,4120.14,2,180,997.1,697.4
129,서산,2018,12.2,-15.9,20180127,37.1,20180801,7.4,17.6,1017.5,1227.2,139.3,20180626,72.8,2660,59.74,5533.11,1.9,20,1338,936.5
129,서산,2019,12.7,-10.9,20190109,36.3,20190810,7.6,18.3,1016.8,915,71,20190905,72.3,2491.2,56.63,5395.21,1.8,340,1335.2,935.4
129,서산,2020,12.6,-10.5,20201231,34.9,20200825,8,18,1016.9,1488.7,118.6,20200907,72.7,2385.3,53.56,5186.59,2,340,1280.5,896.6
129,서산,2021,13.2,-19.7,20210109,35.8,20210727,8.4,18.8,1016.7,1207.3,93.4,20210901,73.7,2418.5,54.48,5201.83,2,70,1314.3,919.4
130,울진,2010,12.3,-10.3,20101225,35.7,20100823,8.1,16.9,1015.3,784.9,99,20100523,68.4,2309.4,51.87,,2.7,230,,
130,울진,2011,12,-14,20110116,35.3,20110621,7.9,16.6,1015.9,1376.6,150.5,20110624,68.8,2200.5,49.42,,2.8,230,,
130,울진,2012,11.9,-13.7,20120202,34.9,20120727,7.8,16.4,1015.4,1101.3,127.5,20120917,68.3,2389.4,53.54,,2.7,230,,
130,울진,2013,12.8,-12.1,20130208,37.8,20130808,8.4,17.5,1015,994.1,127.5,20130618,67.5,2432.5,54.63,,2.7,230,,
130,울진,2014,12.9,-9.5,20141218,34.1,20140722,8.6,17.3,1016,1282.6,180.4,20140429,68.4,2321.1,52.13,,2.7,270,,
130,울진,2015,13.2,-10.4,20150209,35.5,20150804,8.8,17.7,1015.9,819.1,97.3,20150825,68.3,2476.3,55.61,,2.7,270,,
130,울진,2016,13.2,-13.5,20160124,33.9,20160726,9.2,17.7,1015.9,1196.3,126.6,20160704,69.6,2364.4,52.98,,2.5,270,,
130,울진,2017,13.2,-9,20171212,37.1,20170721,8.8,18,1015.6,857.5,64.2,20170911,64.2,2523,56.66,,2.5,250,,
130,울진,2018,13,-13.3,20180126,36.6,20180804,8.6,17.8,1016.2,1436.2,104.4,20181018,65.6,2383.6,53.54,,2.6,270,,
130,울진,2019,13.9,-5.4,20190116,35.8,20190801,9.6,18.7,1015.6,1581.2,332.9,20191002,66.4,2529.2,56.96,,2.5,270,,
130,울진,2020,13.4,-11,20201231,35,20200814,9.1,18,1015.7,1336.2,178.4,20200724,67.1,2462.3,55.18,,2.5,250,,
130,울진,2021,13.5,-16.1,20210108,32.5,20210711,9.1,18.1,1015.9,1158.9,101.6,20211009,69.2,2387.1,53.61,,2.5,250,,
131,청주,2010,13,-15.1,20100114,35.7,20100805,8.6,18.1,1016.3,1422.4,119.5,20100911,65.3,1888.1,42.4,4609.56,1.5,250,998.9,569.9
131,청주,2011,12.8,-15.5,20110116,35,20110805,8.4,17.9,1016.8,1805.6,141,20110624,64.6,1962.7,44.08,4749.74,1.5,270,1094,608.8
131,청주,2012,12.7,-15.2,20120203,36.4,20120806,8.3,17.7,1016.1,1387.6,165.5,20120815,63.7,2066.9,46.31,4702.49,1.5,250,1074.5,594.7
131,청주,2013,13.3,-16.9,20130104,35.5,20130822,8.8,18.4,1016.1,1240.7,156.5,20130618,65.1,2354.6,52.88,4492.69,1.3,250,1089.1,599.7
131,청주,2014,13.9,-9.7,20140110,36,20140731,9.4,19.1,1016.6,913.7,100.5,20140924,62.8,2289.1,51.41,5087.12,1.4,250,1081.5,597.1
131,청주,2015,14,-10.8,20150209,36.4,20150807,9.6,19.2,1016.4,756.9,45.5,20150626,59.1,2411.9,54.34,4825.14,1.4,270,1263.5,710.6
131,청주,2016,13.9,-16.3,20160124,36.3,20160820,9.5,18.9,1016.4,938,153.6,20160704,58.9,2468.3,55.31,4878.35,1.5,270,1304.2,791.5
131,청주,2017,13.4,-11.1,20170124,36.7,20170805,8.9,18.7,1016.6,1301.2,290.2,20170716,57.7,2693.5,60.49,5090.57,1.6,250,1439.4,1008.2
131,청주,2018,13.5,-15.8,20180127,39.1,20180815,9.1,18.7,1016.8,1381.6,151.6,20180903,60.2,2640.8,59.47,5425.97,1.7,320,1488.9,1043.2
131,청주,2019,14.2,-8.6,20190109,36.7,20190803,9.7,19.3,1016.5,856.7,97.7,20190725,61.2,2432.2,54.62,5453.19,1.3,290,1436.1,1005.6
131,청주,2020,13.9,-13.7,20201231,36,20200825,9.7,18.9,1016.8,1358.6,79.3,20200713,62.9,2319.9,51.99,5372.2,1.5,290,1400,979.9
131,청주,2021,14.4,-16.3,20210108,36.4,20210730,9.9,19.3,1016.8,1001.6,66.5,20210901,62.5,2372.2,53.28,5345.83,1.5,270,1424,996.7
133,대전,2010,12.7,-14.4,20100114,33.9,20100805,8.2,17.7,1015.8,1419.7,70.5,20100717,66.6,1985.3,44.6,5002.34,1.8,320,884.9,526.8
133,대전,2011,12.6,-16.1,20110116,33.3,20110805,8.2,17.6,1016.7,1943.4,231.5,20110710,64.4,2048.7,46.03,5057.9,1.8,320,945.4,545.5
133,대전,2012,12.6,-14.4,20121226,36.9,20120806,8.1,17.6,1016.2,1409.5,119.4,20120830,67.8,2367.6,53.07,5215.25,1.8,320,1018.9,601.7
133,대전,2013,13.1,-16.5,20130104,35,20130822,8.4,18.3,1016.3,1120.2,73.9,20130618,73.2,2513.1,56.45,5538.34,1.6,320,1006.5,563.2
133,대전,2014,13.4,-10.7,20140204,34.9,20140725,8.8,18.9,1016.8,1117.7,85.5,20140718,72.4,2378.3,53.42,5550.96,1.5,320,983.4,576.3
133,대전,2015,14,-12.4,20150209,36.3,20150807,9.2,19.4,1016.7,822.7,66.9,20150626,70,2417.9,54.33,5658.3,1.5,320,1025.8,623.1
133,대전,2016,14,-17,20160124,37.6,20160820,9.4,19.4,1016.8,1228.4,179.1,20160704,70,2440.1,54.7,5697.09,1.5,320,1190.3,772.7
133,대전,2017,13.4,-11.8,20170115,35.9,20170805,8.5,18.9,1017.1,1127.5,77,20170911,68.2,2632,59.12,5954.04,1.6,320,1461.1,1022.5
133,대전,2018,13.5,-16.3,20180125,39.4,20180815,8.8,19,1017.2,1542.1,140,20180828,68.9,2542.1,57.11,5589.11,1.5,320,1414.9,989.9
133,대전,2019,14,-9.6,20191206,36,20190805,9.2,19.5,1016.9,984.2,82.5,20191002,68.8,2474.3,55.76,5744.1,1.4,320,1408.2,986.2
133,대전,2020,13.7,-13.2,20201231,35.4,20200825,9.2,19.2,1017.1,1614,141.3,20200730,70.8,2394.5,54.36,5523.26,1.4,320,1342.7,940.5
133,대전,2021,14.3,-17.5,20210108,36.1,20210730,9.5,19.7,1017,1109.5,65,20210823,71.8,2354.3,54.53,5005.07,1.5,20,1243.7,870.2
135,추풍령,2010,11.6,-12.9,20100113,33.8,20100821,6.7,16.8,1015.9,1260.4,101.5,20100810,70,2026.4,45.52,5096.45,2.7,270,,
135,추풍령,2011,11.5,-15.9,20110116,31.9,20110816,6.8,16.6,1016.6,1401.8,109,20110810,67.4,2107.7,47.35,5119.59,2.8,270,,
135,추풍령,2012,11.2,-15.2,20121224,34.7,20120731,6.4,16.2,1016.1,1465.8,129.5,20120813,67.7,2279.7,51.11,4730.88,2.8,270,,
135,추풍령,2013,11.8,-15.8,20130208,34,20130811,6.8,17.2,1016,920.6,86,20130705,67.3,2170.6,48.77,4491.75,2.7,270,,
135,추풍령,2014,11.7,-12.6,20141219,35,20140531,6.5,17.3,1016.7,1136.4,83,20140818,66.2,2253.6,50.62,5294.76,2.6,270,,
135,추풍령,2015,12.2,-12.1,20150209,34.8,20150807,7,17.7,1016.6,829,59.8,20150709,66.2,2315.2,52.01,5123.75,2.6,270,,
135,추풍령,2016,12.4,-16.8,20160124,35.6,20160807,7.4,17.9,1016.6,1147.1,107.8,20160706,65.8,2309.2,51.77,5099.57,2.6,270,642.9,449.9
135,추풍령,2017,11.9,-12.1,20171214,34.6,20170806,6.6,17.7,1016.6,921.8,73.6,20170814,62.8,2574.7,57.84,5423.57,2.8,270,1581.2,1106.9
135,추풍령,2018,11.9,-15.9,20180126,36.7,20180815,6.5,17.5,1016.9,1304.2,138.5,20180826,63.5,2527.8,56.78,5373.71,2.8,270,1526.9,1069.4
135,추풍령,2019,12.4,-11.2,20190109,33.8,20190804,7.1,17.9,1016.7,1164.1,149.3,20191002,62.7,2549.1,57.8,5414.47,2.6,270,1571.1,1099.2
135,추풍령,2020,12,-13.5,20201231,33.6,20200609,7.1,17.4,1016.3,1554,83.8,20200713,64.8,2167.5,48.59,5395.45,2.7,270,1492.6,1043.9
135,추풍령,2021,12.3,-17.4,20210108,33.7,20210730,7.2,17.7,1016.4,1129.1,73.8,20210824,67,2121.8,47.78,5317.11,2.6,270,1434.8,1005.4
136,안동,2010,12.2,-17.7,20100107,35.6,20100804,7.1,18.2,1016.3,1073.8,86.5,20100813,66.8,2030.6,45.6,5091.11,1.6,290,1126,589.3
136,안동,2011,12.2,-16.9,20110117,33.9,20110901,6.9,18.1,1016.5,1251.5,147,20110624,64.8,2129.7,47.83,5173.78,1.7,290,1180.9,620.8
136,안동,2012,12.2,-18.6,20120203,38,20120805,7,18,1015.8,1047,78.5,20120706,64.7,2221.6,49.78,5239,1.8,290,1191,627.8
136,안동,2013,12.4,-20.4,20130104,36,20130819,7,18.7,1015.7,979.9,125.5,20130618,65.5,2527.1,56.76,4899,1.6,290,1182,596.2
136,안동,2014,12.5,-13.4,20141219,35.6,20140725,7.1,18.7,1016.4,960.4,95.5,20140924,63.1,2434.1,54.67,5338.67,1.6,290,1297.4,668.8
136,안동,2015,12.9,-13.1,20150108,37.2,20150807,7.5,19,1016.3,755.1,62,20150808,63.8,2604,58.48,5296.9,1.7,290,1390,716.3
136,안동,2016,13.2,-15.7,20160124,37.8,20160812,7.9,19.2,1016.4,934.4,84.8,20160917,64.4,2612.6,59.4,5186.38,1.7,290,1375.5,793.8
136,안동,2017,12.6,-14.5,20170125,36.6,20170806,7,19,1016.3,938.8,99.7,20170703,62.7,2941.2,66.06,5504.78,1.7,290,1502.7,1052.5
136,안동,2018,12.7,-18.2,20180127,38.9,20180727,7.3,18.9,1016.7,1078,98.5,20180702,65,2698.4,60.6,5793.86,1.6,290,1539.9,1078
136,안동,2019,12.9,-11.6,20190127,36.9,20190805,7.4,18.9,1016.6,867.8,94.4,20191002,65.3,2550.3,57.41,5603.51,1.5,290,1454.1,1018.3
136,안동,2020,12.6,-14.7,20201217,35.7,20200609,7.3,18.6,1016.9,1211.8,79.3,20200713,65.8,2488,55.87,5487.72,1.6,290,1416.7,991.5
136,안동,2021,12.7,-15.8,20210109,36,20210806,7.5,18.7,1017.2,974,65.3,20210516,66.8,2414.5,54.22,5369.12,1.6,290,1367.2,956.7
137,상주,2010,12.1,-12.6,20101225,35,20100722,7.4,17.7,1016.5,1111.7,73,20100810,65.5,1943.1,43.65,,1.7,270,,
137,상주,2011,12,-15.8,20110116,33.7,20110717,7.4,17.5,1016.8,1250.5,128.5,20110624,63.5,2031.4,45.63,,1.8,270,,
137,상주,2012,11.7,-15.7,20120202,35.5,20120805,7.1,17.1,1016,1323,141,20120917,63.8,2320.1,52,,1.7,270,,
137,상주,2013,12.4,-15.4,20130103,35.6,20130819,7.5,18.3,1015.9,944.3,91.5,20130618,64.8,2489.9,55.93,,1.7,270,,
137,상주,2014,12.7,-11.7,20141219,35.8,20140531,7.7,18.6,1016.5,1184.9,90.1,20140825,62.1,2324.5,52.22,,1.5,270,,
137,상주,2015,13.7,-11.1,20150209,36.6,20150806,8.7,19.5,1016.4,800.3,50.3,20150626,61.8,2435.6,54.71,,1.5,270,,
137,상주,2016,13.8,-15.1,20160124,37.2,20160808,9,19.6,1016.5,1136.2,91.6,20160917,62.5,2220.7,49.78,,1.5,270,,
137,상주,2017,13.3,-11.2,20171214,36.6,20170623,8.2,19.3,1016.5,953.3,133.6,20170703,59.1,2508.2,56.34,,1.7,270,,
137,상주,2018,13.1,-14.9,20180125,38.5,20180815,8,19.1,1016.8,1357.2,91.6,20181006,61.5,2401.1,53.94,,1.6,270,,
137,상주,2019,13.4,-8.7,20190109,35.2,20190805,8.3,19.2,1016.5,1062.5,132.2,20191002,66.7,2310.5,52.23,,1.4,270,,
137,상주,2020,13.1,-13,20201231,35,20200609,8.2,18.8,1016.7,1563.7,107.2,20200713,69.2,2271.9,50.92,,1.4,270,,
137,상주,2021,13.2,-16.3,20210108,34.7,20210731,8.2,19,1016.8,1230.8,56.5,20210823,71.1,2238.5,50.28,803.66,1.4,250,85,59.5
138,포항,2010,14.6,-8.7,20101225,35.7,20100822,10.9,18.8,1015.8,927.4,86,20100711,64.8,2262.1,50.82,5334.97,2.2,200,1369.1,621.7
138,포항,2011,14.3,-12.7,20110116,35.1,20110729,10.8,18.5,1016.3,1089.9,110.5,20110709,63.3,2193.6,49.29,5276.43,2.2,360,1290.7,610.4
138,포항,2012,14.1,-11.5,20120202,36.8,20120729,10.6,18.2,1015.6,1333.7,141,20120917,64.8,2239.6,50.51,5261.6,2.2,250,1393.2,611.8
138,포항,2013,14.9,-12.3,20130208,37.6,20130810,11,19.4,1015.3,905.2,119,20130705,60,2452.4,55.1,5180.28,2.5,250,1442.5,688.7
138,포항,2014,14.6,-8.3,20141218,36,20140724,10.9,18.7,1016.1,1338,90.9,20140818,64.6,2311.6,51.93,3596.07,2.7,320,1406.4,676.7
138,포항,2015,14.8,-9.3,20150209,37.5,20150804,11.2,18.9,1016.1,919.5,83.4,20150825,65.4,2353.3,53.96,4074.85,2.7,250,1495.9,745.5
138,포항,2016,15.2,-12.3,20160124,39.3,20160813,11.7,19.2,1016.1,1515.4,155.3,20161005,65,2353.1,52.75,4202.72,2.6,250,1374.4,729.3
138,포항,2017,15,-8,20171212,38.6,20170713,11.1,19.4,1015.9,674.3,75.1,20170815,60.3,2755.2,61.9,3927,2.7,250,1346.2,942.1
138,포항,2018,14.8,-12.9,20180126,39.4,20180804,11.1,19,1016.5,1284.3,179.4,20181006,63.6,2595.4,58.31,4739.87,2.8,250,1455.5,1018
138,포항,2019,15.5,-5.1,20190116,36.5,20190731,11.8,19.8,1016.1,1425.1,309.2,20191002,64,2539.3,57.05,5093.04,2.6,250,1498.7,1049.5
138,포항,2020,15.1,-10.1,20201231,36.9,20200819,11.4,19.4,1016.3,1238.9,115,20200713,63.3,2557.2,57.32,5184.7,2.7,250,1539.4,1077.5
138,포항,2021,15.2,-12.6,20210108,35.3,20210730,11.5,19.2,1016.5,1405.7,127.1,20210824,64.3,2494.2,56.04,5187.57,2.7,230,1489.1,1042
140,군산,2010,12.9,-12.7,20100114,34.7,20100809,9,17.6,1017,1347.5,186.5,20100723,77.7,2103.4,47.25,,2.4,340,,
140,군산,2011,12.2,-13.6,20110116,34,20110805,8.3,16.7,1017.3,1634.2,308.5,20110710,74.8,2103.3,47.25,,2.3,340,,
140,군산,2012,12.3,-11.5,20121226,36.1,20120805,8.3,16.8,1016.3,1659.5,251.8,20120813,75.7,2277.2,51.05,,2.4,290,,
140,군산,2013,12.6,-13.5,20130103,34.9,20130807,8.4,17.5,1016.4,1092.4,93.7,20130527,80.7,2398.9,53.89,,2.4,270,,
140,군산,2014,13,-8.8,20140113,35.3,20140731,8.9,18.1,1016.7,1141,117.3,20140825,81.6,2305.6,51.79,,2.1,250,,
140,군산,2015,13.4,-9.1,20150103,34.7,20150807,9.4,18.1,1016.7,895.8,44,20150902,81.8,2307.2,51.83,,2.1,270,,
140,군산,2016,13.8,-13.8,20160124,34.9,20160820,9.8,18.6,1016.7,1144.4,138.8,20160704,81.7,2351.7,52.72,,2.1,290,,
140,군산,2017,13.1,-10,20171214,36.2,20170805,8.8,18.2,1017,774.4,62.1,20170708,76.3,2550.1,57.29,,2.2,270,,
140,군산,2018,13.2,-15,20180127,37.1,20180802,9,18.1,1017,1637.1,210.8,20180701,75.3,2566.9,57.66,,2,360,,
140,군산,2019,13.5,-8.1,20190116,34.9,20190810,9.3,18.4,1016.7,1008.1,83,20191117,75.2,2478,55.66,,,320,,
140,군산,2020,13.4,-10.6,20201231,34.7,20200825,9.4,18.2,1016.9,1664.8,153.8,20200808,75.2,2325.3,52.13,,2.1,320,,
140,군산,2021,13.9,-16.8,20210108,34.4,20210721,9.8,18.9,1017.2,1151.7,67.7,20210708,75.5,2390.1,53.69,,2,290,,
143,대구,2010,14.4,-10,20101225,36.5,20100820,9.9,19.6,1016,1204.5,104.5,20100815,56.4,2081.1,46.75,4891.48,2.1,270,,
143,대구,2011,14.3,-13.1,20110116,35.5,20110901,9.9,19.3,1016.9,1430.4,168,20110709,55.7,2150.3,48.96,4860.35,2.2,270,,
143,대구,2012,14.1,-12.4,20120202,37.2,20120731,9.8,19.2,1016.5,1189.9,146,20120823,56.4,2534.9,56.83,5591.38,2.2,290,,
143,대구,2013,15,-12.5,20130208,37.9,20130812,10.4,20.4,1016.4,996.4,157,20130705,56.3,2693.5,60.68,5778.38,2,290,,
143,대구,2014,14.9,-7.4,20141217,37.5,20140731,10.5,20.2,1017.1,1072.1,95,20140818,57.2,2428.4,54.55,5425.2,1.9,290,,
143,대구,2015,14.8,-8.9,20150209,38.3,20150806,10.2,20.1,1016.3,908.5,79.5,20150709,64.6,2362,53.07,5299.98,2.1,290,,
143,대구,2016,14.6,-13,20160124,38.1,20160813,10.1,19.8,1015.7,1227.3,113,20160917,63.7,2277.3,51.05,5026.89,2.1,290,700.6,489.8
143,대구,2017,14.4,-10.2,20171214,38.4,20170722,9.3,20.1,1016,663.7,65,20170814,58.3,2621.6,58.9,5511.59,2.2,290,1681.1,1177
143,대구,2018,14.1,-13.9,20180127,39.2,20180727,9.2,19.6,1016.6,1297.6,127.5,20180826,58.7,2495.3,56.06,5331.1,2.2,110,1603.8,1124.6
143,대구,2019,14.8,-7.2,20190127,36.9,20190802,9.9,20.3,1016.1,995.7,104.5,20191002,60.7,2440.5,55.11,5287.27,2,290,1553.4,1088.6
143,대구,2020,14.5,-10.3,20201231,37,20200609,9.8,20,1016.4,1244.9,168.2,20200808,63.4,2420.8,54.26,5556.63,2.3,290,1577.9,1104.6
143,대구,2021,14.6,-13.6,20210108,37.2,20210731,9.8,20.2,1016.5,910,69,20210824,65.4,2380.7,53.49,5507.68,2.3,140,1534.8,1074.6
146,전주,2010,13.5,-10.9,20100114,35.7,20100819,8.9,18.9,1017.3,1462.3,128.5,20100813,66.1,1872.1,42.06,4801.76,2,160,1011.2,598.1
146,전주,2011,13.1,-13.4,20110116,36.2,20110805,8.4,18.7,1017.3,1621.8,195,20110809,66.6,1954.6,43.91,4975.84,1.9,160,1040.1,573.8
146,전주,2012,13.2,-12.7,20121226,38.3,20120806,8.5,18.7,1016.1,1359.7,86,20120830,65.2,2010.5,45.06,4879.76,1.9,140,1102.3,666.5
146,전주,2013,13.8,-15.3,20130104,37.8,20130821,9,19.6,1016.3,1264.7,92,20130705,67.3,2315,52.01,4602.63,1.8,160,1066.2,604.1
146,전주,2014,13.9,-9.7,20140114,36,20140731,9,19.8,1016.6,1206.3,81.5,20140818,67.8,2210.1,49.65,4698.98,1.4,160,1188.3,676.2
146,전주,2015,14.2,-10.1,20150209,35.3,20150807,9.7,19.6,1016.5,813.5,43.5,20151001,69.7,2192.8,49.27,5199.76,1.6,140,1189,581.5
146,전주,2016,14.3,-13,20160124,36.2,20160820,10.2,19.4,1016.5,1117.7,95.2,20160917,72.4,2170.1,48.64,5318.68,1.8,140,1322.2,748.9
146,전주,2017,13.6,-9.7,20170115,35.1,20170805,9.2,19,1016.9,947.8,79.1,20170824,70,2428,54.55,5630.16,1.7,140,1384,968.5
146,전주,2018,13.9,-15,20180127,38.9,20180813,9.5,19.3,1016.9,1332.5,107.4,20180701,74.1,2461.6,55.3,5679.3,1.7,140,1363.8,954.6
146,전주,2019,14.2,-7.5,20191206,35.1,20190814,9.7,19.5,1016.5,968.9,70,20190922,74.1,2319.3,52.11,5529.66,1.6,140,1320.5,923.9
146,전주,2020,14,-10,20201231,35.1,20200609,9.7,19.2,1016.7,1780.8,192.8,20200808,68.7,2239.2,50.19,5193.35,1.6,140,1312.2,918.4
146,전주,2021,14.6,-16.5,20210108,36.3,20210723,10.1,19.9,1016.4,1496.6,88.7,20210705,68.4,2268.6,51.08,5098.65,1.6,140,1322.4,926
152,울산,2010,14,-8.5,20101225,35.4,20100822,9.7,19.2,1015.8,1161.6,142,20100711,66.3,2231.5,50.13,,2.3,50,,
152,울산,2011,13.7,-13.5,20110116,34.6,20110812,9.4,18.8,1016.1,1233.2,164,20110626,65.3,2225,49.98,,2.3,320,,
152,울산,2012,13.7,-11.6,20120202,35.4,20120730,9.6,18.7,1015.5,1458.1,107,20120917,63.4,2288.9,51.31,,2.3,20,,
152,울산,2013,14.8,-12.2,20130208,38.8,20130808,10.3,20.2,1015.4,858.3,91.4,20131008,60.2,2376,53.38,,2.1,290,,
152,울산,2014,14.7,-6.5,20141219,34.9,20140724,10.6,19.7,1016.1,1398.7,211.6,20140818,64.5,2202.8,49.49,,2.2,320,,
152,울산,2015,15,-8.2,20150209,36.8,20150804,10.8,19.8,1016.1,1044.6,59.2,20150901,64.9,2231.5,50.13,,2.2,320,,
152,울산,2016,14.8,-11.4,20160124,35.7,20160813,10.8,19.4,1015.9,1693.9,266,20161005,69.9,2371.2,53.15,,2.1,340,,
152,울산,2017,14.5,-8.7,20170115,36.1,20170721,10.1,19.4,1015.7,671.4,104.5,20170911,63.9,2722.1,61.16,,2.2,340,,
152,울산,2018,14.3,-12.4,20180126,37.3,20180805,10.2,19,1016.2,1416.1,136.4,20180826,66.3,2579.9,57.96,,2.2,340,,
152,울산,2019,14.9,-5.3,20190116,35,20190802,10.7,19.7,1015.7,1450.1,173.1,20190922,65.9,2605.8,58.54,,2.1,340,,
152,울산,2020,14.6,-8.9,20201231,35.5,20200815,10.6,19.3,1015.9,1557.9,118.4,20200907,67.4,2547.6,57.11,,2.2,340,,
152,울산,2021,14.9,-12.2,20210108,34.2,20210730,10.8,19.6,1015.9,1337,122.4,20210821,68.2,2502.6,56.23,,2.1,340,,
155,창원,2010,14.5,-8.3,20101225,34.5,20100822,10.9,19.1,1015.9,1766.9,137.5,20100716,64.2,2155.1,48.44,,1.9,50,,
155,창원,2011,14.3,-13.1,20110116,33.7,20110901,10.7,18.7,1016.3,1514,189.5,20110709,61.7,2177.2,48.92,,2,140,,
